Count,Name,Department,Classification,PB13 Entry,PB Reform,Regulatory Function,Description / Terms of Reference,Notes,Address,Phone,email,Website,Chair,Chair's Remuneration (p.a. unless otherwise stated),Chief Executive / Secretary,Chief Executive / Secretary Remuneration,Public Meetings,Public Minutes,Register of Interests,Ombudsman,Last Annual Report,Last Review,Government Funding,Total Gross Expenditure,Staff employed,Audit Arrangements,OCPA Regulated,Chair Ministerial or non-ministerial Appt,Chair Paid or unpaid,Chair Male?,Chair Female?,Chair Gender Unknown/ undeclared?,Board Members Ministerial or non-ministerial Appt,Board Members Paid or unpaid,Male Board Members,Female Board Members,Gender Unknown/ undeclared Board Members,No. Bodies
1,Agriculture and Horticulture Development Board,"Department for Environment, Food and Rural Affairs",Executive NDPB,FULL,Retain,No,Functions defined in AHDB Order 2008. Funded by agriculture industry through statutory levies with the purpose to improve the competitiveness and sustainability of the industries which fund it.,"The AHDB was originally 'Under consideration' under the Public Bodies Reform Programme - now to be retained.  The figure for the total gross expenditure of £64,528,000 is classified as total operating expenditure in AHDB annual reports and accounts.","AHDB, Stoneleigh Park, Kenilworth, Warwickshire CV8 2TL",024 7669 2051,info@ahdb.org.uk,http://www.ahdb.org.uk/,John Godfrey,£50000-£55000,Tom Taylor,"£155,000-£165,000",No,Yes,Yes,PHSO,2013-14,2011,£0,"£64,500,000",382,NAO,Yes,Ministerial,Paid,1,0,0,Ministerial,Paid,6,2,0,1
1,Animal Health and Veterinary Laboratories Agency,"Department for Environment, Food and Rural Affairs",Executive Agency,FULL,-,Yes,"To safeguard animal health and welfare as well as public health, protect the economy and enhance food security through research, surveillance, inspection and disease eradication.",Established on 1 April 2011.  Chris Hadkiss became CE in January 2013 the remuneration shown is full year salary.,"Animal Health and Veterinary Laboratories Agency, Corporate Office, New Haw, Addlestone, Surrey, KT15 3NB",01932 341111,AHVLA.CorporateCorrespondence@ahvla.gsi.gov.uk,http://www.defra.gov.uk/ahvla-en/,-,-,Chris Hadkiss,"£130,000 - £135,000",No,Yes,Yes,PHSO,2013-14,2010,"£169,690,000","£212,500,000","2,151",NAO,No,Ministerial,Paid,1,0,0,Non-Ministerial ,Paid,2,0, - ,1
1,Board of Trustees of the Royal Botanic Gardens Kew,"Department for Environment, Food and Rural Affairs",Executive NDPB,FULL,Retain,No,To enable better management of the earth's environment by increasing knowledge and understanding of the plant and fungal kingdoms.,Established under the Natural Heritage Act 1983,"Royal Botanic Gardens, Kew, Richmond, Surrey TW9 3AB",020 8332 5655,info@kew.org,http://www.kew.org/about-kew/index.htm,Marcus Agius,£0,Richard Deverell,"£141,400",No,No,Yes,PHSO,2013-14,2010,"£28,000,000","£57,100,000",790,NAO,Yes,Ministerial,Unpaid,1,0,0,Ministerial,Unpaid,8,2,0,1
1,"Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs",Executive Agency,FULL,-,No,"To make a real difference for society by supporting the long-term prosperity and well-being of industries, communities and individuals that enjoy and depend on the rich natural assets found in our marine and freshwater environments.",Established 1997.  Cefas do not have a regulatory function but their Fish Health Inspectors at their Weymouth laboratory is regulated.  Mike Waldock became CE in July 2012; remuneration shown is full year salary.,"Pakefield Road, Lowestoft, Suffolk, NR33 0HT",01502 562 244,CMBOffice@cefas.co.uk,http://www.cefas.defra.gov.uk/,-,-,Mike Waldock,£85000-£95000,No,Yes,Yes,PHSO,2013-14,2012,"£44,128,000","£49,903,000",539,NAO,No,Non-Ministerial ,Paid,0,1,0,Non-Ministerial ,Paid,2,1, - ,1
1,Consumer Council for Water,"Department for Environment, Food and Rural Affairs",Executive NDPB,FULL,Retain,No,To represent consumers of water and sewerage services in England & Wales,Established in 2005 under the Water Industry Act 1991 as amended by the Water Act 2003.  The CCW was originally 'Under consideration' under the Public Bodies Reform Programme - now to be retained and reviewed in 2014/15.,"1st Floor, Victoria Square House, Victoria Square, Birmingham, B2 4AJ",01213 451 000,enquiries@ccwater.org.uk,http://www.ccwater.org.uk/,Dame Yve Buckland,"£45,000-£50,000",Anthony Smith,"£115,000-£125,000",Yes,Yes,Yes,PHSO,2013-14,2011,£0,"£5,494,000",75,NAO,Yes,Ministerial,Paid,0,1,0,-,Paid,4,3,0,1
1,Environment Agency,"Department for Environment, Food and Rural Affairs",Executive NDPB,FULL,Retain and substantially reform,Yes,"The Environment Agency is an Executive Non-Departmental Public Body responsible to the Secretary of State for Environment, Food and Rural Affairs (its responsibility in Wales ceased from 1 April 2013).  Its principal aims are to protect and improve the environment and to promote sustainable development.  It plays a central role in delivering the environmental priorities of central government including in Flood and Coastal Erosion Risk Management, Climate Change Adaptation and Mitigation, Water Quality and Waste Management.",Established on 1 April 1996 (under the Environment Act 1995).,"Head Office, Horizon House, Deanery Road, Bristol, BS1 5AH",03708 506 506,enquiries@environment-agency.gov.uk,https://www.gov.uk/government/organisations/environment-agency,Rt Hon Lord Chris Smith of Finsbury,"£92,496",Dr Paul Leinster,"£195,000-£200,000",Yes,Yes,Yes,PHSO and LGO (Flood Defence and Land Drainage),2013-14,2013,"£692,000,000","£1,163,700,000",10466,NAO,Yes,Ministerial,Paid,1,0,0,9 Ministerial; 1 non-Ministerial,10 Paid,8,2,0,1
1,Food and Environment Research Agency,"Department for Environment, Food and Rural Affairs",Executive Agency,FULL,-,Yes,"To support and develop a sustainable food chain, a healthy natural environment, and to protect the global community from biological and chemical risks.",Established 2009 (from a review of the Central Science Laboratory).  CE remuneration shown is full year salary. Last review in February 2011 by Science Capability Review.,"The Food and Environment Research Agency, Sand Hutton, York, YO41 1LZ",01904 462 000,info@fera.gsi.gov.uk,http://www.fera.defra.gov.uk/,Alexis Cleveland,"£10,000-£15,000",Adrian Belton,"£110,000-£115,000",No,No,No,PHSO,2013-14,-,"£41,480,000","£61,318,000",777,NAO,No,Non-Ministerial ,Paid,0,1,0,Non-Ministerial,Paid,4,1, - ,1
1,Independent Agricultural Appeals Panel,"Department for Environment, Food and Rural Affairs",Advisory NDPB,FULL,Retain,No,Panel for appeals lodged with the Rural Payments Agency.,"There is no fixed Chair, three Panel Members will sit at each hearing with one being nominated as Chair. The IAAP does not have any formal structure and is administered by a team in the Rural Payments Agency.  ","Rural Payments Agency, North Gate House, 21-23 Valpy Street, Reading, RG1 1AF",01392 315853,reviewappealsteam@rpa.gsi.gov.uk,https://www.gov.uk/government/organisations/rural-payments-agency,-,-,Mark Grimshaw,-,No,No,Yes,PHSO,-,2012,"£38,509","£38,509",0,-,Yes,0,0,0,0,0,Ministerial,Paid,18,7,0,1
1,Joint Nature Conservation Committee,"Department for Environment, Food and Rural Affairs",Executive NDPB,FULL,Retain,No,JNCC is the public body that advises the UK Government and devolved administrations on UK-wide and international nature conservation,Established in 1990 - reconstituted in 2006.  Chair's remuneration is based on two days per week.,"Monkstone House, City Road, Peterborough, PE1 1JY",01733 562626,comment@jncc.gov.uk,http://jncc.defra.gov.uk/,Dr Peter Bridgewater,"£40,000-£45,000",Marcus Yeo,"£90,000-£100,000",Yes,Yes,Yes,PHSO,2013-14,2013,"£10,680,000","£11,665,063",167,NAO,Yes,Ministerial,Paid,1,0,0,"8 Non-Ministerial, 4 Ministerial",4 Paid,8,4,0,1
1,Marine Management Organisation,"Department for Environment, Food and Rural Affairs",Executive NDPB,FULL,Retain,Yes,"A range of responsibilities, including implementing a new marine planning system and licensing regime; managing UK fishing fleet capacity and UK fisheries quotas; working with Natural England and the Joint Nature Conservation Committee (JNCC) to manage a network of marine protected areas; responding to marine emergencies alongside other agencies.",Executive NDPB established and given powers under the Marine and Coastal Access Act 2009.  ,"Marine Management Organisation, Lancaster House, Hampshire Court, Newcastle upon Tyne, NE4 7YH",0300 123 1032, info@marinemanagement.org.uk,https://www.gov.uk/government/organisations/marine-management-organisation,Sir Bill Callaghan,£40000-£45000,James Cross,-,No,Yes,Yes,PHSO,-,2013,"£28,000,000","£30,647,000",307,NAO,Yes,Ministerial,Paid,1,0,0,Ministerial ,Paid  ,6,2,0,1
1,National Forest Company,"Department for Environment, Food and Rural Affairs",Executive NDPB,FULL,Retain,No,To oversee the creation of The National Forest located in the English Midlands.,Established in April 1995,"Enterprise Glade, Bath Yard, Moira, Swadlincote, Derbyshire. DE12 6BA",01283 551211     ,enquiries@nationalforest.org,http://www.nationalforest.org/,Catherine Graham - Harrison,"£10,000-£15,000",Sophie Churchill (CEO),"£75,000-£85,000",No,Yes,Yes,PHSO,2013-14,2013,"£2,855,000","£2,759,363",19,NAO,Yes,Ministerial,Paid,0,1,0,Ministerial,Paid,5,0,0,1
1,Natural England,"Department for Environment, Food and Rural Affairs",Executive NDPB,FULL,Retain and substantially reform,Yes,"Natural England is the governments advisor on the natural environment. It provides practical advice, grounded in science, on how best to safeguard Englands natural wealth for the benefit of everyone.",Established 2006. Chairs remuneration is based on 104 days per year,"Foundry House, 3 Millsands, Sheffield, S3 8NH",0845 600 3078,enquiries@naturalengland.org.uk,http://www.naturalengland.org.uk/,Mr Andrew Sells,"£10,000-£15,000",Dave Webster interim CEO on 1 March 2012. ,"£120,000-£125,000",Yes,Yes,Yes,PHSO,2013-14,2013,"£191,965,000","£197,995,000",2289,NAO,Yes,Ministerial,Paid,1,0,0,Ministerial,Paid,6,1,0,1
1,Plant Varieties and Seeds Tribunal,"Department for Environment, Food and Rural Affairs",Tribunal NDPB,FULL,No longer an NDPB,-,Hears appeals against proposed decisions of the Controller Plant Variety Rights against proposed decisions under the Plant Varieties Act; and against proposed decisions of the National Authorities (all UK agriculture ministers) against decisions made under the 2001 National List of Varieties regulations (as amended).,Tribunal has not sat since 1984. Due to be abolished by an Order made under the Public Bodies Act. Transfer of remit and functions to HM Courts and Tribunals Service under discussion.,"c/o Elspeth Nicol, Defra, Zone H, Eastbrook, Shaftesbury Road, CAMBRIDGE, CB",0300 060 0763,elspeth.nicol@defra.gsi.gov.uk,-,-,-,-,-,-,-,-,-,-,none,£0,£0,0,none,No,0,0,0,0,0,0,0,0,0,0,1
1,Rural Payments Agency,"Department for Environment, Food and Rural Affairs",Executive Agency,FULL,-,No,"RPA's work helps the Department for Environment, Food and Rural Affairs to encourage a thriving farming and food sector and strong rural communities.  It is the accredited paying agency for all CAP schemes in England.",Established 2001.  CE remuneration shown is full year salary.,"Rural Payments Agency, North Gate House, Reading, RG1 1AF",0845 603 7777,csc@rpa.gsi.gov.uk,https://www.gov.uk/government/organisations/rural-payments-agency,Trevor Spires,"£20,000-£25,000",Mark Grimshaw,"£170,000-£180,000",No,No,Yes,PHSO,2013-14,2010,"£171,382,000","£171,382,000","2,138",NAO,No,Ministerial,Paid,1,0,0,0,Paid,4,1, - ,1
1,Science Advisory Council,"Department for Environment, Food and Rural Affairs",Advisory NDPB,FULL,Retain,No,The SAC challenges and supports the Departments Chief Scientific Adviser (CSA) in independently assuring and challenging the evidence underpinning Defra policies and ensuring that the evidence programme meets Defras needs.,Established 2004.  Following an Independent review the SAC was re-modelled in August 2011 in line with review report recommendations.  70% of the expenditure figure is the cost of the Defra secretariat.,"Science Advisory Council, Area 2c, Nobel House, 17 Smith Square, London, SW1P 3JR
",020 7238 5439,Science.Advisory.Council@defra.gsi.gov.uk,http://www.defra.gov.uk/sac/,Professor Peter Liss,"£3,500",Nicky Gee,Civil Servant,No,Yes,Yes,-,2013,2014,"£29,900","£29,900",-,-,Yes,Ministerial,Paid,1,0,0,Ministerial,Paid,5,2,3,1
1,Sea Fish Industry Authority,"Department for Environment, Food and Rural Affairs",Executive NDPB,FULL,Retain,Yes,"Supports all sectors of the seafood industry for a sustainable, profitable future and aims to support and improve the environmental sustainability, efficiency and cost-effectiveness of the industry, as well as promoting sustainably-sourced seafood. Seafish is funded by a levy on the first sale of seafood landed and imported in the UK.","Established 1981.  Expenditure reflects as at 31 March 2013, the Fisheries Act 1981 requires the accounts be drawn up by 30 September, therefore not yet available for year ending 31.03.2014. Grimsby offices: Origin Way, Europarc, Grimsby, N E Lincs, DN37 9TZ  Tel: 01472 252300.
","Seafish, 18 Logie Mill, Logie Green Road, Edinburgh, EH7 4HS",0131 558 3331,seafish@seafish.co.uk ,http://www.seafish.org/,Elaine Hayes,"£15,000-£20,000",Paul Williams,"£95,000-£100,000",Yes,Yes,Yes,PHSO,2012-13,2011,£0,"£9,952,000",92,NAO,Yes,Ministerial,Paid,0,1,0,Ministerial ,Paid,6,2,0,1
1,Veterinary Medicines Directorate,"Department for Environment, Food and Rural Affairs",Executive Agency,FULL,-,Yes,"To protect public health, animal health and the environment and promote animal welfare by assuring the safety, quality and efficacy of veterinary medicines.",Established in 1990.  CE remuneration shown is full year salary.,"Woodham Lane, New Haw, Addlestone, Surrey KT15 3LS",01932 336 911,postmaster@vmd.defra.gsi.gov.uk,http://www.vmd.defra.gov.uk/,-,-,Peter Borriello,"£115,000-£120,000",No,Yes,Yes,PHSO,2013-14,2011,"£3,134,000","£14,028,000",154,NAO,No,Non-Ministerial,Paid,0,1,0,Non-ministerial,Paid,2,0,0,1
1,Veterinary Products Committee,"Department for Environment, Food and Rural Affairs",Advisory NDPB,FULL,Retain,No,"Advises the Secretary of State on veterinary medicines, animal feed additives and promotes the collection of information relating to suspected adverse reactions to veterinary medicines. It considers representations by market authorisation holders/applicants in relation to granting, refusal or revocation of a marketing authorisation or animal test certificate.","Established in 1970 by an order made under the Medicines Act 1968.  In 2005 the order was revoked by the Veterinary Medicines Regulations 2005. However, the regulations, which are revoked and replaced regularly, provided that there should continue to be a VPC. Chair's appointment is paid on preparation and attendance fee per meeting basis.","VMD, Woodham Lane, New Haw, Addlestone, Surrey KT15 3LS  ",01932 338490,vpc@vmd.defra.gsi.gov.uk,http://www.vmd.defra.gov.uk/vpc/,Prof W J (Bill) Reilly BVMS BSc DVSM HonFRCVS.,£185 attendance fee plus £94 preparation per meeting.  ,Colin Bennett,Civil Servant,Yes,Yes,Yes,PHSO,2013,2013,"£51,000","£102,000",0,-,yes,Ministerial,Paid,1,0,0,Ministerial,Paid,16,1,7,1
